1	6	1	5.383459	340.5176	70.51765	1099.482	829.4824	90	1
2	5	0	7.058989	340.5176	70.51765	1099.482	829.4824	68	1
3	2	0	3.671249	340.5176	70.51765	1099.482	829.4824	17	1
4	2	1	2.365327	340.5176	70.51765	1099.482	829.4824	51	1
5	6	1	4.116325	340.5176	70.51765	1099.482	829.4824	42	1
6	4	1	1.912145	340.5176	70.51765	1099.482	829.4824	26	1
7	5	1	5.00581	340.5176	70.51765	1099.482	829.4824	84	1
8	1	0	3.79686	340.5176	70.51765	1099.482	829.4824	61	1
9	NaN	NaN	5.861187	340.5176	70.51765	1099.482	829.4824	7	1
10	2	0	5.08816	340.5176	70.51765	1099.482	829.4824	82	1
11	6	0	2.901404	340.5176	70.51765	1099.482	829.4824	29	1
12	6	0	11.48581	340.5176	70.51765	1099.482	829.4824	81	1
13	6	1	5.099208	340.5176	70.51765	1099.482	829.4824	43	1
14	2	0	2.514995	340.5176	70.51765	1099.482	829.4824	62	1
15	3	1	9.69588	340.5176	70.51765	1099.482	829.4824	64	1
16	3	1	5.65148	340.5176	70.51765	1099.482	829.4824	13	1
17	5	1	3.051824	340.5176	70.51765	1099.482	829.4824	86	1
18	6	1	1.578477	340.5176	70.51765	1099.482	829.4824	91	1
19	5	1	8.566652	340.5176	70.51765	1099.482	829.4824	33	1
20	6	0	10.69961	340.5176	70.51765	1099.482	829.4824	52	1
21	1	0	2.650367	340.5176	70.51765	1099.482	829.4824	35	1
22	5	1	9.642313	340.5176	70.51765	1099.482	829.4824	87	1
23	6	0	1.445887	340.5176	70.51765	1099.482	829.4824	18	1
24	2	0	4.68013	340.5176	70.51765	1099.482	829.4824	14	1
25	4	1	2.548289	340.5176	70.51765	1099.482	829.4824	73	1
26	2	1	5.770184	340.5176	70.51765	1099.482	829.4824	49	1
27	4	1	2.848155	340.5176	70.51765	1099.482	829.4824	30	1
28	6	0	8.420951	340.5176	70.51765	1099.482	829.4824	34	1
29	2	1	6.531422	340.5176	70.51765	1099.482	829.4824	8	1
30	2	0	6.966546	340.5176	70.51765	1099.482	829.4824	11	1
31	3	1	4.609057	340.5176	70.51765	1099.482	829.4824	15	1
32	6	0	1.975933	340.5176	70.51765	1099.482	829.4824	22	1
33	4	1	1.69645	340.5176	70.51765	1099.482	829.4824	80	1
34	6	0	5.021078	340.5176	70.51765	1099.482	829.4824	23	1
35	2	1	9.784938	340.5176	70.51765	1099.482	829.4824	55	1
36	2	0	1.933525	340.5176	70.51765	1099.482	829.4824	9	1
37	6	1	3.96907	340.5176	70.51765	1099.482	829.4824	47	1
38	4	1	1.944244	340.5176	70.51765	1099.482	829.4824	79	1
39	6	0	2.627665	340.5176	70.51765	1099.482	829.4824	36	1
40	2	0	5.502164	340.5176	70.51765	1099.482	829.4824	89	1
41	6	0	6.199965	340.5176	70.51765	1099.482	829.4824	50	1
42	6	0	2.713224	340.5176	70.51765	1099.482	829.4824	70	1
43	NaN	NaN	184.9418	340.5176	70.51765	1099.482	829.4824	54	1
44	6	1	5.257715	340.5176	70.51765	1099.482	829.4824	95	1
45	4	1	3.016259	340.5176	70.51765	1099.482	829.4824	74	1
46	5	1	3.207324	340.5176	70.51765	1099.482	829.4824	39	1
47	2	1	2.951877	340.5176	70.51765	1099.482	829.4824	56	1
48	2	0	2.978352	340.5176	70.51765	1099.482	829.4824	59	1
49	4	1	7.368954	340.5176	70.51765	1099.482	829.4824	77	1
50	2	1	3.399061	340.5176	70.51765	1099.482	829.4824	6	1
51	5	1	3.291003	340.5176	70.51765	1099.482	829.4824	40	1
52	4	1	1.398606	340.5176	70.51765	1099.482	829.4824	31	1
53	2	0	4.712129	340.5176	70.51765	1099.482	829.4824	58	1
54	1	0	2.21719	340.5176	70.51765	1099.482	829.4824	83	1
55	6	0	9.933629	340.5176	70.51765	1099.482	829.4824	67	1
56	2	0	3.10418	340.5176	70.51765	1099.482	829.4824	10	1
57	4	1	1.776084	340.5176	70.51765	1099.482	829.4824	76	1
58	2	0	2.405226	340.5176	70.51765	1099.482	829.4824	96	1
59	4	1	2.027804	340.5176	70.51765	1099.482	829.4824	25	1
60	6	1	2.290062	340.5176	70.51765	1099.482	829.4824	44	1
61	2	0	5.759361	340.5176	70.51765	1099.482	829.4824	94	1
62	6	0	10.01288	340.5176	70.51765	1099.482	829.4824	5	1
63	5	1	3.47438	340.5176	70.51765	1099.482	829.4824	85	1
64	4	1	1.683392	340.5176	70.51765	1099.482	829.4824	27	1
65	4	1	4.376181	340.5176	70.51765	1099.482	829.4824	32	1
66	3	1	6.031659	340.5176	70.51765	1099.482	829.4824	16	1
67	2	0	1.919532	340.5176	70.51765	1099.482	829.4824	57	1
68	3	1	12.35901	340.5176	70.51765	1099.482	829.4824	60	1
69	4	1	1.244031	340.5176	70.51765	1099.482	829.4824	28	1
70	5	1	5.821858	340.5176	70.51765	1099.482	829.4824	37	1
71	4	1	1.652855	340.5176	70.51765	1099.482	829.4824	78	1
72	2	1	2.535978	340.5176	70.51765	1099.482	829.4824	2	1
73	6	1	2.006755	340.5176	70.51765	1099.482	829.4824	41	1
74	1	1	3.417046	340.5176	70.51765	1099.482	829.4824	71	1
75	NaN	NaN	5.319335	340.5176	70.51765	1099.482	829.4824	21	1
76	6	0	5.141176	340.5176	70.51765	1099.482	829.4824	65	1
77	6	0	3.093835	340.5176	70.51765	1099.482	829.4824	69	1
78	3	1	7.349446	340.5176	70.51765	1099.482	829.4824	12	1
79	6	1	3.127455	340.5176	70.51765	1099.482	829.4824	92	1
80	2	0	3.13435	340.5176	70.51765	1099.482	829.4824	38	1
81	3	0	2.798275	340.5176	70.51765	1099.482	829.4824	72	1
82	6	0	2.351749	340.5176	70.51765	1099.482	829.4824	19	1
83	6	1	1.388267	340.5176	70.51765	1099.482	829.4824	48	1
84	2	1	3.54317	340.5176	70.51765	1099.482	829.4824	53	1
85	2	1	1.024742	340.5176	70.51765	1099.482	829.4824	1	1
86	6	0	4.770649	340.5176	70.51765	1099.482	829.4824	20	1
87	2	1	2.440036	340.5176	70.51765	1099.482	829.4824	3	1
88	6	1	1.867899	340.5176	70.51765	1099.482	829.4824	93	1
89	6	0	0.7516864	340.5176	70.51765	1099.482	829.4824	24	1
90	4	0	2.305845	340.5176	70.51765	1099.482	829.4824	45	1
91	6	0	1.52169	340.5176	70.51765	1099.482	829.4824	66	1
92	3	1	2.04244	340.5176	70.51765	1099.482	829.4824	63	1
93	NaN	NaN	5.552547	340.5176	70.51765	1099.482	829.4824	4	1
94	4	1	2.09139	340.5176	70.51765	1099.482	829.4824	75	1
95	5	1	3.739257	340.5176	70.51765	1099.482	829.4824	88	1
96	6	1	3.092481	340.5176	70.51765	1099.482	829.4824	46	1
1	2	0	3.386345	340.5176	70.51765	1099.482	829.4824	32	2
2	1	0	1.806986	340.5176	70.51765	1099.482	829.4824	40	2
3	5	0	16.07893	340.5176	70.51765	1099.482	829.4824	22	2
4	1	0	2.333656	340.5176	70.51765	1099.482	829.4824	34	2
5	2	0	2.178051	340.5176	70.51765	1099.482	829.4824	92	2
6	2	0	3.287657	340.5176	70.51765	1099.482	829.4824	91	2
7	6	0	5.010436	340.5176	70.51765	1099.482	829.4824	35	2
8	2	1	3.657575	340.5176	70.51765	1099.482	829.4824	6	2
9	2	1	2.728877	340.5176	70.51765	1099.482	829.4824	55	2
10	6	0	6.401914	340.5176	70.51765	1099.482	829.4824	3	2
11	NaN	NaN	5.771954	340.5176	70.51765	1099.482	829.4824	96	2
12	NaN	NaN	4.057547	340.5176	70.51765	1099.482	829.4824	68	2
13	6	0	8.044775	340.5176	70.51765	1099.482	829.4824	16	2
14	2	0	3.297144	340.5176	70.51765	1099.482	829.4824	69	2
15	2	0	7.109986	340.5176	70.51765	1099.482	829.4824	11	2
16	6	0	3.393703	340.5176	70.51765	1099.482	829.4824	54	2
17	4	1	1.914116	340.5176	70.51765	1099.482	829.4824	30	2
18	NaN	NaN	3.169279	340.5176	70.51765	1099.482	829.4824	45	2
19	2	0	4.208991	340.5176	70.51765	1099.482	829.4824	77	2
20	NaN	NaN	6.576417	340.5176	70.51765	1099.482	829.4824	60	2
21	NaN	NaN	2.894567	340.5176	70.51765	1099.482	829.4824	74	2
22	4	1	14.37857	340.5176	70.51765	1099.482	829.4824	78	2
23	NaN	NaN	3.879908	340.5176	70.51765	1099.482	829.4824	72	2
24	3	1	9.501301	340.5176	70.51765	1099.482	829.4824	62	2
25	NaN	NaN	6.609799	340.5176	70.51765	1099.482	829.4824	70	2
26	6	0	4.495406	340.5176	70.51765	1099.482	829.4824	51	2
27	1	0	3.634149	340.5176	70.51765	1099.482	829.4824	33	2
28	4	0	8.393511	340.5176	70.51765	1099.482	829.4824	7	2
29	2	0	3.992437	340.5176	70.51765	1099.482	829.4824	86	2
30	2	0	12.27161	340.5176	70.51765	1099.482	829.4824	38	2
31	2	0	5.222887	340.5176	70.51765	1099.482	829.4824	58	2
32	5	0	5.507915	340.5176	70.51765	1099.482	829.4824	76	2
33	5	1	11.18581	340.5176	70.51765	1099.482	829.4824	81	2
34	4	0	2.806052	340.5176	70.51765	1099.482	829.4824	89	2
35	6	1	2.23597	340.5176	70.51765	1099.482	829.4824	42	2
36	4	1	2.74859	340.5176	70.51765	1099.482	829.4824	28	2
37	1	1	3.027867	340.5176	70.51765	1099.482	829.4824	17	2
38	2	0	1.595428	340.5176	70.51765	1099.482	829.4824	41	2
39	2	0	2.280784	340.5176	70.51765	1099.482	829.4824	47	2
40	4	1	1.965308	340.5176	70.51765	1099.482	829.4824	80	2
41	2	0	9.825703	340.5176	70.51765	1099.482	829.4824	14	2
42	NaN	NaN	6.541328	340.5176	70.51765	1099.482	829.4824	46	2
43	2	1	5.56562	340.5176	70.51765	1099.482	829.4824	56	2
44	1	0	14.67777	340.5176	70.51765	1099.482	829.4824	63	2
45	4	0	2.679023	340.5176	70.51765	1099.482	829.4824	93	2
46	2	1	6.432916	340.5176	70.51765	1099.482	829.4824	8	2
47	1	1	2.007696	340.5176	70.51765	1099.482	829.4824	67	2
48	5	1	2.073837	340.5176	70.51765	1099.482	829.4824	84	2
49	2	0	3.320072	340.5176	70.51765	1099.482	829.4824	90	2
50	6	0	1.76606	340.5176	70.51765	1099.482	829.4824	83	2
51	2	0	3.369952	340.5176	70.51765	1099.482	829.4824	59	2
52	4	1	1.556308	340.5176	70.51765	1099.482	829.4824	79	2
53	5	0	4.044396	340.5176	70.51765	1099.482	829.4824	5	2
54	2	0	2.775124	340.5176	70.51765	1099.482	829.4824	48	2
55	1	0	1.881718	340.5176	70.51765	1099.482	829.4824	53	2
56	4	1	1.676949	340.5176	70.51765	1099.482	829.4824	29	2
57	NaN	NaN	4.265148	340.5176	70.51765	1099.482	829.4824	21	2
58	4	1	2.784098	340.5176	70.51765	1099.482	829.4824	25	2
59	2	1	2.523829	340.5176	70.51765	1099.482	829.4824	52	2
60	2	0	11.08273	340.5176	70.51765	1099.482	829.4824	37	2
61	2	0	47.82736	340.5176	70.51765	1099.482	829.4824	64	2
62	2	0	12.38533	340.5176	70.51765	1099.482	829.4824	31	2
63	NaN	NaN	2.633534	340.5176	70.51765	1099.482	829.4824	49	2
64	4	1	1.7477	340.5176	70.51765	1099.482	829.4824	27	2
65	2	0	1.983534	340.5176	70.51765	1099.482	829.4824	61	2
66	1	0	3.617436	340.5176	70.51765	1099.482	829.4824	88	2
67	NaN	NaN	6.582472	340.5176	70.51765	1099.482	829.4824	50	2
68	2	0	14.32349	340.5176	70.51765	1099.482	829.4824	87	2
69	4	1	2.551009	340.5176	70.51765	1099.482	829.4824	26	2
70	NaN	NaN	3.906975	340.5176	70.51765	1099.482	829.4824	43	2
71	6	1	1.999613	340.5176	70.51765	1099.482	829.4824	94	2
72	1	1	3.426109	340.5176	70.51765	1099.482	829.4824	19	2
73	2	0	1.919397	340.5176	70.51765	1099.482	829.4824	44	2
74	2	0	1.724803	340.5176	70.51765	1099.482	829.4824	15	2
75	4	1	6.851367	340.5176	70.51765	1099.482	829.4824	73	2
76	NaN	NaN	4.65872	340.5176	70.51765	1099.482	829.4824	1	2
77	NaN	NaN	8.367135	340.5176	70.51765	1099.482	829.4824	36	2
78	2	0	6.173401	340.5176	70.51765	1099.482	829.4824	82	2
79	2	0	4.388202	340.5176	70.51765	1099.482	829.4824	71	2
80	NaN	NaN	11.59462	340.5176	70.51765	1099.482	829.4824	23	2
81	2	0	4.740367	340.5176	70.51765	1099.482	829.4824	65	2
82	3	0	5.567274	340.5176	70.51765	1099.482	829.4824	2	2
83	2	1	1.770856	340.5176	70.51765	1099.482	829.4824	4	2
84	5	0	11.72314	340.5176	70.51765	1099.482	829.4824	18	2
85	NaN	NaN	6.723379	340.5176	70.51765	1099.482	829.4824	85	2
86	4	1	3.004738	340.5176	70.51765	1099.482	829.4824	75	2
87	1	1	1.695581	340.5176	70.51765	1099.482	829.4824	24	2
88	2	0	1.600955	340.5176	70.51765	1099.482	829.4824	95	2
89	5	1	9.947775	340.5176	70.51765	1099.482	829.4824	39	2
90	2	0	5.401184	340.5176	70.51765	1099.482	829.4824	13	2
91	2	0	3.937385	340.5176	70.51765	1099.482	829.4824	9	2
92	6	0	2.779487	340.5176	70.51765	1099.482	829.4824	66	2
93	2	0	5.953258	340.5176	70.51765	1099.482	829.4824	20	2
94	2	0	1.955479	340.5176	70.51765	1099.482	829.4824	57	2
95	2	0	2.936589	340.5176	70.51765	1099.482	829.4824	10	2
96	2	0	5.348001	340.5176	70.51765	1099.482	829.4824	12	2
1	6	1	7.796594	340.5176	70.51765	1099.482	829.4824	48	3
2	2	0	1.594284	340.5176	70.51765	1099.482	829.4824	37	3
3	NaN	NaN	4.521821	340.5176	70.51765	1099.482	829.4824	67	3
4	NaN	NaN	6.670311	340.5176	70.51765	1099.482	829.4824	71	3
5	6	0	1.266365	340.5176	70.51765	1099.482	829.4824	23	3
6	2	1	3.273065	340.5176	70.51765	1099.482	829.4824	49	3
7	4	1	1.485774	340.5176	70.51765	1099.482	829.4824	78	3
8	2	1	4.243003	340.5176	70.51765	1099.482	829.4824	8	3
9	2	0	1.757396	340.5176	70.51765	1099.482	829.4824	86	3
10	NaN	NaN	2.789983	340.5176	70.51765	1099.482	829.4824	88	3
11	3	1	2.883689	340.5176	70.51765	1099.482	829.4824	12	3
12	NaN	NaN	9.603782	340.5176	70.51765	1099.482	829.4824	60	3
13	4	1	1.106931	340.5176	70.51765	1099.482	829.4824	30	3
14	6	0	2.834963	340.5176	70.51765	1099.482	829.4824	1	3
15	NaN	NaN	3.256206	340.5176	70.51765	1099.482	829.4824	5	3
16	2	0	2.082467	340.5176	70.51765	1099.482	829.4824	87	3
17	2	0	1.059722	340.5176	70.51765	1099.482	829.4824	57	3
18	2	1	3.508133	340.5176	70.51765	1099.482	829.4824	53	3
19	6	1	1.508615	340.5176	70.51765	1099.482	829.4824	92	3
20	6	0	3.692664	340.5176	70.51765	1099.482	829.4824	17	3
21	4	0	2.72726	340.5176	70.51765	1099.482	829.4824	91	3
22	2	0	5.037291	340.5176	70.51765	1099.482	829.4824	96	3
23	4	1	1.405469	340.5176	70.51765	1099.482	829.4824	79	3
24	2	0	5.844823	340.5176	70.51765	1099.482	829.4824	44	3
25	2	0	1.325728	340.5176	70.51765	1099.482	829.4824	59	3
26	4	0	1.636512	340.5176	70.51765	1099.482	829.4824	45	3
27	2	0	1.211464	340.5176	70.51765	1099.482	829.4824	58	3
28	4	1	0.9621195	340.5176	70.51765	1099.482	829.4824	26	3
29	6	0	1.294987	340.5176	70.51765	1099.482	829.4824	21	3
30	4	1	0.9065409	340.5176	70.51765	1099.482	829.4824	74	3
31	3	1	1.634307	340.5176	70.51765	1099.482	829.4824	15	3
32	6	0	1.085423	340.5176	70.51765	1099.482	829.4824	65	3
33	4	1	0.7507157	340.5176	70.51765	1099.482	829.4824	32	3
34	4	1	4.401648	340.5176	70.51765	1099.482	829.4824	75	3
35	3	1	1.347202	340.5176	70.51765	1099.482	829.4824	63	3
36	4	0	2.516282	340.5176	70.51765	1099.482	829.4824	34	3
37	NaN	NaN	2.297349	340.5176	70.51765	1099.482	829.4824	36	3
38	2	0	1.931625	340.5176	70.51765	1099.482	829.4824	20	3
39	4	1	0.7498562	340.5176	70.51765	1099.482	829.4824	80	3
40	5	0	4.791103	340.5176	70.51765	1099.482	829.4824	27	3
41	4	1	0.8759023	340.5176	70.51765	1099.482	829.4824	76	3
42	2	0	2.110892	340.5176	70.51765	1099.482	829.4824	10	3
43	4	1	1.880399	340.5176	70.51765	1099.482	829.4824	73	3
44	6	1	1.583662	340.5176	70.51765	1099.482	829.4824	89	3
45	NaN	NaN	3.067777	340.5176	70.51765	1099.482	829.4824	41	3
46	4	0	2.810233	340.5176	70.51765	1099.482	829.4824	69	3
47	4	1	0.5434378	340.5176	70.51765	1099.482	829.4824	29	3
48	6	1	1.684593	340.5176	70.51765	1099.482	829.4824	47	3
